loan_id,installment_id,installment_number,installment_duedate,repaid_date,capital_due,capital_paid,interests_paid
loan_2873053,8z7808yx7xh98z58017xhzhi4zh4504h,2,2022-03-15,2022-03-15,251.85,251.85,0
loan_2873053,8z7808yx7xh98z58017xhzhi4zh4504i,4,2022-04-18,2022-04-18,251.85,251.85,0
loan_2873053,8z7808yx7xh98z58017xhzhi4zh4504x,3,2022-03-31,2022-03-31,251.85,251.85,0
loan_2873053,8z7808yx7xh98z58017xhzhi4zi85050,5,2022-05-02,2022-05-02,251.85,251.85,0
loan_2873053,8z7808yx7xh98z58017xhzhi4zh4504y,1,2022-02-28,2022-02-28,251.85,251.85,0
loan_1267593,8z7808y37h04x683017h078216537915,7,2022-02-28,NA,474.5,0,0
loan_1267593,8z7808y37h04x683017h078216507914,6,2022-02-15,2022-02-15,474.5,474.5,0
loan_1267593,8z7808y37h04x683017h078216507910,2,2021-12-15,2021-12-15,474.5,474.5,0
loan_1267593,8z7808y37h04x683017h07821635790i,1,2021-11-30,2021-11-27,474.5,474.5,0
loan_1267593,8z7808y37h04x683017h078216507912,4,2022-01-17,2022-01-15,474.5,474.5,0
loan_1267593,8z7808y37h04x683017h078216537916,8,2022-03-15,NA,474.0255,0,0
loan_1267593,8z7808y37h04x683017h078216507913,5,2022-01-31,2022-01-31,474.5,474.5,0
loan_1267593,8z7808y37h04x683017h078216507911,3,2021-12-31,2021-12-31,474.5,474.5,0
loan_1087068,8z7808gy8060g71i018066hy3hzz51i9,3,2022-06-15,NA,1301.59,0,0
loan_1087068,8z7808gy8060g71i018066hy3hzz51i7,1,2022-05-16,2022-04-28,1302.32,1302.32,0
loan_1087068,8z7808gy8060g71i018066hy3hzz51i8,2,2022-05-31,NA,1301.59,0,0
loan_1087068,8z7808gy8060g71i018066hy3hgh51iy,6,2022-08-01,NA,1301.59,0,0
loan_1087068,8z7808gy8060g71i018066hy3hgh51ig,5,2022-07-15,NA,1301.59,0,0
loan_1087068,8z7808gy8060g71i018066hy3hgh51iz,4,2022-06-30,NA,1301.59,0,0
loan_5008033,8z7808y37h04x683017h06y0347y325g,7,2022-02-28,2022-03-02,121.91,121.91,58
loan_5008033,8z7808y37h04x683017h06y034623255,1,2021-11-30,2021-11-29,121.91,121.91,0
loan_5008033,8z7808y37h04x683017h06y0347y325z,6,2022-02-15,2022-02-15,122.64,122.64,0
loan_5008033,8z7808y37h04x683017h06y034623256,2,2021-12-15,2021-12-12,121.91,121.91,0
loan_5008033,8z7808y37h04x683017h06y0347i325y,8,2022-03-15,2022-03-15,120.523,120.523,0
loan_5008033,8z7808y37h04x683017h06y0347y3259,5,2022-01-31,2022-02-01,121.91,121.91,0
loan_5008033,8z7808y37h04x683017h06y0347y3257,3,2021-12-31,2021-12-30,121.91,121.91,0
loan_5008033,8z7808y37h04x683017h06y0347y3258,4,2022-01-17,2022-01-11,121.91,121.91,0
loan_6097323,8z780gg47hz48y45017hz6gh53312zy5,8,2022-04-18,NA,206.96959999999999,0,0
loan_6097323,8z780gg47hz48y45017hz6gh532x2zy2,5,2022-02-28,NA,179.3318,0,0
loan_6097323,8z780gg47hz48y45017hz6gh53312zy3,6,2022-03-15,NA,181.3904,0,0
loan_6097323,8z780gg47hz48y45017hz6gh532x2zgi,2,2022-01-17,NA,159.26409999999998,0,0
loan_6097323,8z780gg47hz48y45017hz6gh532x2zgx,1,2021-12-31,NA,145.2335,0,0
loan_6097323,8z780gg47hz48y45017hz6gh53312zy4,7,2022-03-31,NA,185.4492,0,0
loan_6097323,8z780gg47hz48y45017hz6gh532x2zy1,4,2022-02-15,NA,172.2216,0,0
loan_6097323,8z780gg47hz48y45017hz6gh532x2zy0,3,2022-01-31,NA,169.6958,0,0
loan_9111448,8z780gg47hh80xg5017hh9xg50131201,6,2022-03-15,2022-03-15,1031.7089999999998,1031.7089999999998,0
loan_9111448,8z780gg47hh80xg5017hh9xg4ii311ix,3,2022-01-31,2022-02-02,1034.41,1034.41,58
loan_9111448,8z780gg47hh80xg5017hh9xg501311ii,4,2022-02-15,2022-02-16,1034.41,1034.41,0
loan_9111448,8z780gg47hh80xg5017hh9xg4ii311iy,1,2021-12-31,2022-01-04,1034.41,1034.41,58
loan_9111448,8z780gg47hh80xg5017hh9xg4ii311ih,2,2022-01-17,2022-01-17,1034.41,1034.41,0
loan_9111448,8z780gg47hh80xg5017hh9xg50131200,5,2022-02-28,2022-03-01,1034.41,1034.41,0
loan_4469974,8z7824gg7x7yh67z017x7i4z8yhg174y,4,2022-03-15,2022-03-18,74.46,74.46,58
loan_4469974,8z7824gg7x7yh67z017x7i4z8yhg174h,5,2022-03-31,2022-03-18,148.19,148.19,0
loan_4469974,8z7824gg7x7yh67z017x7i4z8yhg174z,2,2022-02-15,2022-02-04,74.46,74.46,0
loan_4469974,8z7824gg7x7yh67z017x7i4z8yhg174x,6,2022-04-18,NA,0,0,0
loan_4469974,8z7824gg7x7yh67z017x7i4z8yy81749,1,2022-01-31,2022-01-24,74.46,74.46,0
loan_4469974,8z7824gg7x7yh67z017x7i4z8yhg174g,3,2022-02-28,2022-02-18,74.46,74.46,0
loan_1995513,8z7824887i45z746017i481z1ygz2746,2,2022-03-31,2022-04-01,730,730,0
loan_1995513,8z7824887i45z746017i481z1ygz2745,1,2022-03-15,2022-04-01,730,730,58
loan_1995513,8z7824887i45z746017i481z1ygz2749,5,2022-05-16,NA,730,0,0
loan_1995513,8z7824887i45z746017i481z1ygh274z,6,2022-05-31,NA,729.27,0,0
loan_1995513,8z7824887i45z746017i481z1ygz2747,3,2022-04-18,NA,730,0,0
loan_1995513,8z7824887i45z746017i481z1ygz2748,4,2022-05-02,NA,730,0,0
loan_5421476,8z7824gy807z781901807h39x1gx4720,1,2022-05-16,NA,1280.42,0,0
loan_5421476,8z7824gy807z781901807h39x1gx4721,2,2022-05-31,NA,1279.69,0,0
loan_9046749,8z7825127xxx2729017xi0i31g9g3056,3,2022-03-31,2022-03-26,186.15,186.15,0
loan_9046749,8z7825127xxx2729017xi0i31g9g3055,2,2022-03-15,2022-03-12,186.15,186.15,0
loan_9046749,8z7825127xxx2729017xi0i31g9g3054,1,2022-02-28,2022-02-19,186.15,186.15,0
loan_9046749,8z7825127xxx2729017xi0i31g9g3057,4,2022-04-18,2022-04-17,186.15,186.15,0
loan_4616752,8z78234i7h717305017h74890696290z,2,2021-12-31,2021-12-31,153.29999999999998,153.29999999999998,0
loan_4616752,8z78234i7h717305017h748906962909,1,2021-12-15,2021-12-15,150.38,150.38,0
loan_4616752,8z78234i7h717305017h748906z6290x,6,2022-02-28,2022-02-28,151.10999999999999,151.10999999999999,0
loan_4616752,8z78234i7h717305017h748906z6290y,4,2022-01-31,2022-01-29,150.38,150.38,0
loan_4616752,8z78234i7h717305017h748906z62910,8,2022-03-31,2022-04-01,141.9485,141.9485,0
loan_4616752,8z78234i7h717305017h74890696290g,3,2022-01-17,2022-01-16,153.29999999999998,153.29999999999998,0
loan_4616752,8z78234i7h717305017h748906z6290h,5,2022-02-15,2022-02-15,150.38,150.38,0
loan_4616752,8z78234i7h717305017h748906z6290i,7,2022-03-15,2022-03-12,150.8545,150.8545,0
loan_1300802,8z7821g37h386yhx017h3z12g7007y9z,3,2021-12-31,2021-12-27,1269.47,1269.47,0
loan_1300802,8z7821g37h386yhx017h3z12g7007y9g,4,2022-01-17,2022-01-13,1268.2655,1268.2655,0
loan_1300802,8z7821g37h386yhx017h3z12g7007y99,2,2021-12-15,2021-12-11,1269.47,1269.47,0
loan_1300802,8z7821g37h386yhx017h3z12g7007y98,1,2021-11-30,2021-11-28,1269.47,1269.47,0
loan_1234625,8z7822707izyg62y017izhgihx3435x8,3,2022-05-02,NA,133.59,0,0
loan_1234625,8z7822707izyg62y017izhgihx3435xz,5,2022-05-31,NA,133.59,0,0
loan_1234625,8z7822707izyg62y017izhgihx1235x6,1,2022-03-31,2022-03-30,134.32,134.32,0
loan_1234625,8z7822707izyg62y017izhgihx3435xg,6,2022-06-15,NA,133.59,0,0
loan_1234625,8z7822707izyg62y017izhgihx1235x7,2,2022-04-18,2022-04-18,133.59,133.59,0
loan_1234625,8z7822707izyg62y017izhgihx3435x9,4,2022-05-16,NA,133.59,0,0
loan_2920241,8z7808777xh4689i017xh5720i772353,5,2022-04-18,2022-04-14,929.29,929.29,0
loan_2920241,8z7808777xh4689i017xh5720i772352,4,2022-03-31,2022-03-31,929.29,929.29,0
loan_2920241,8z7808777xh4689i017xh5720i772351,3,2022-03-15,2022-03-16,929.29,929.29,0
loan_2920241,8z7808777xh4689i017xh5720i59234i,1,2022-02-15,2022-02-15,929.29,929.29,0
loan_2920241,8z7808777xh4689i017xh5720i772350,2,2022-02-28,2022-03-02,929.29,929.29,58
loan_2920241,8z7808777xh4689i017xh5720i772354,6,2022-05-02,NA,927.8299999999999,0,0
loan_7937081,8z7808267h6ghh08017h6i10y78g5g35,7,2022-03-15,2022-03-15,504.43,504.43,0
loan_7937081,8z7808267h6ghh08017h6i10y7875g31,3,2022-01-17,2022-01-15,504.43,504.43,0
loan_7937081,8z7808267h6ghh08017h6i10y7875g33,5,2022-02-15,2022-02-15,504.43,504.43,0
loan_7937081,8z7808267h6ghh08017h6i10y7875g30,2,2021-12-31,2021-12-27,504.43,504.43,0
loan_7937081,8z7808267h6ghh08017h6i10y7875g2i,1,2021-12-15,2021-12-13,504.43,504.43,0
loan_7937081,8z7808267h6ghh08017h6i10y78g5g34,6,2022-02-28,2022-02-25,504.43,504.43,0
loan_7937081,8z7808267h6ghh08017h6i10y7875g32,4,2022-01-31,2022-01-31,504.43,504.43,0
loan_7937081,8z7808267h6ghh08017h6i10y78g5g36,8,2022-03-31,2022-03-30,501.76550000000003,501.76550000000003,0
loan_7538995,8z782y6x7x9gy1gz017x9x51x01723i6,3,2022-03-15,2022-03-14,1375.32,1375.32,0
loan_7538995,8z782y6x7x9gy1gz017x9x51x01723i5,2,2022-02-28,2022-02-17,1375.32,1375.32,0
loan_7538995,8z782y6x7x9gy1gz017x9x51x02g23i9,6,2022-05-02,NA,0,0,0
loan_7538995,8z782y6x7x9gy1gz017x9x51x01723i4,1,2022-02-15,2022-01-27,2750.64,2750.64,0
loan_7538995,8z782y6x7x9gy1gz017x9x51x02g23i7,4,2022-03-31,2022-03-30,1374.59,1374.59,0
loan_7538995,8z782y6x7x9gy1gz017x9x51x02g23i8,5,2022-04-18,2022-04-17,1372.3999999999999,1372.3999999999999,0
loan_3960360,8z782g817h1454i7017h163h75674044,3,2021-12-31,NA,0,0,0
loan_3960360,8z782g817h1454i7017h163h75674042,1,2021-11-30,2021-11-14,1174.57,1174.57,0
loan_3960360,8z782g817h1454i7017h163h75674045,4,2022-01-17,NA,0,0,0
loan_3960360,8z782g817h1454i7017h163h75674043,2,2021-12-15,2021-12-06,3522.5492999999997,3522.5492999999997,0
loan_0637243,8z782gx47iy6745h017iy88i01z919xy,6,2022-06-30,NA,0,0,0
loan_0637243,8z782gx47iy6745h017iy88i01z919x9,3,2022-05-16,NA,127.75,0,0
loan_0637243,8z782gx47iy6745h017iy88i01z919xz,4,2022-05-31,NA,0,0,0
loan_0637243,8z782gx47iy6745h017iy88i018519x7,1,2022-04-18,2022-04-15,187.60999999999999,187.60999999999999,0
loan_0637243,8z782gx47iy6745h017iy88i01z919x8,2,2022-05-02,2022-04-20,808.84,808.84,0
loan_0637243,8z782gx47iy6745h017iy88i01z919xg,5,2022-06-15,NA,0,0,0
loan_0238266,8z782gxy8022xi9y01802x68i5963xg7,1,2022-05-02,2022-05-02,486.90999999999997,486.90999999999997,0
loan_0238266,8z782gxy8022xi9y01802x68i5zx3xg9,3,2022-05-31,NA,486.90999999999997,0,0
loan_0238266,8z782gxy8022xi9y01802x68i5zx3xgg,5,2022-06-30,NA,486.90999999999997,0,0
loan_0238266,8z782gxy8022xi9y01802x68i5zx3xgz,4,2022-06-15,NA,486.90999999999997,0,0
loan_0238266,8z782gxy8022xi9y01802x68i5zx3xgy,6,2022-07-15,NA,484.71999999999997,0,0
loan_0238266,8z782gxy8022xi9y01802x68i5963xg8,2,2022-05-16,NA,486.90999999999997,0,0
loan_1445942,8z7823817ixi66hi017ii04799i21xi6,1,2022-04-18,2022-04-27,165.71,165.71,58
loan_1445942,8z7823817ixi66hi017ii0479z0g1xiz,5,2022-06-15,NA,165.71,0,0
loan_1445942,8z7823817ixi66hi017ii0479z0g1xig,6,2022-06-30,NA,161.549,0,0
loan_1445942,8z7823817ixi66hi017ii0479z0g1xi9,4,2022-05-31,NA,165.71,0,0
loan_1445942,8z7823817ixi66hi017ii0479z0g1xi7,2,2022-05-02,NA,165.71,10.95,0
loan_1445942,8z7823817ixi66hi017ii0479z0g1xi8,3,2022-05-16,NA,165.71,0,0
loan_4859880,8z7822927h9z439x017h9y6330627h8x,3,2022-01-31,2022-01-22,1604.175,1604.175,0
loan_4859880,8z7822927h9z439x017h9y6330627h8h,2,2022-01-17,2022-01-06,2024.7645,2024.7645,0
loan_4859880,8z7822927h9z439x017h9y6330627h8y,1,2021-12-31,2021-12-13,1210.34,1210.34,0
loan_4859880,8z7822927h9z439x017h9y6330627h8i,4,2022-02-15,NA,0,0,0
loan_8483081,8z7823yh7ix03y98017ix0i8gz5x0741,5,2022-06-15,NA,191.99,0,0
loan_8483081,8z7823yh7ix03y98017ix0i8gz3z073x,2,2022-05-02,2022-05-02,191.99,191.99,0
loan_8483081,8z7823yh7ix03y98017ix0i8gz5x0742,6,2022-06-30,NA,190.53,0,0
loan_8483081,8z7823yh7ix03y98017ix0i8gz3z073i,3,2022-05-16,NA,191.99,0,0
loan_8483081,8z7823yh7ix03y98017ix0i8gz3z0740,4,2022-05-31,NA,191.99,0,0
loan_8483081,8z7823yh7ix03y98017ix0i8gz3z073h,1,2022-04-18,2022-04-17,191.99,191.99,0
loan_3576812,8z782x1480566zz801805i378hgi0453,2,2022-05-31,NA,217.54,0,0
loan_3576812,8z782x1480566zz801805i378hgi0452,1,2022-05-16,NA,217.54,0,0
loan_3576812,8z782x1480566zz801805i378hgi0454,3,2022-06-15,NA,217.54,0,0
loan_3576812,8z782x1480566zz801805i378hgi0455,4,2022-06-30,NA,215.35,0,0
loan_4640766,8z782i277xg053y0017xg12x87hx0g27,8,2022-05-31,NA,958.49,0,0
loan_4640766,8z782i277xg053y0017xg12x87y60g22,3,2022-03-15,2022-03-15,957.76,957.76,0
loan_4640766,8z782i277xg053y0017xg12x87hx0g26,7,2022-05-16,NA,957.76,0,0
loan_4640766,8z782i277xg053y0017xg12x87y60g20,1,2022-02-15,2022-02-15,958.49,958.49,0
loan_4640766,8z782i277xg053y0017xg12x87y60g23,4,2022-03-31,2022-03-31,957.76,957.76,0
loan_4640766,8z782i277xg053y0017xg12x87y60g21,2,2022-02-28,2022-02-28,958.49,958.49,0
loan_4640766,8z782i277xg053y0017xg12x87hx0g25,6,2022-05-02,2022-05-02,957.76,957.76,0
loan_4640766,8z782i277xg053y0017xg12x87hx0g24,5,2022-04-18,2022-04-18,957.76,957.76,0
loan_6628899,8z7809787hgx5024017hy2353i990i36,3,2022-01-31,2022-02-02,399.1129,399.1129,184.27
loan_6628899,8z7809787hgx5024017hy2353i990i35,2,2022-01-17,2022-01-17,369.8764,369.8764,166.32
loan_6628899,8z7809787hgx5024017hy2353i990i37,4,2022-02-15,2022-02-15,401.5584,401.5584,122.92
loan_6628899,8z7809787hgx5024017hy2353i9y0i3g,8,2022-04-18,2022-04-18,429.6707,429.6707,85.41
loan_6628899,8z7809787hgx5024017hy2353i9y0i3y,9,2022-05-02,2022-05-02,451.87,451.87,54
loan_6628899,8z7809787hgx5024017hy2353i9y0i3x,11,2022-05-31,NA,469.7112,0,0
loan_6628899,8z7809787hgx5024017hy2353i9y0i3z,7,2022-03-31,2022-03-31,427.0281,427.0281,90.03
loan_6628899,8z7809787hgx5024017hy2353i9i0i3i,12,2022-06-15,NA,484.22360000000003,0,0
loan_6628899,8z7809787hgx5024017hy2353i6g0i34,1,2021-12-31,2021-12-31,375.6653,375.6653,158.39
loan_6628899,8z7809787hgx5024017hy2353i990i39,6,2022-03-15,2022-03-15,420.16610000000003,420.16610000000003,97.43
loan_6628899,8z7809787hgx5024017hy2353i9y0i3h,10,2022-05-16,NA,461.40379999999993,0,0
loan_6628899,8z7809787hgx5024017hy2353i990i38,5,2022-02-28,2022-02-28,421.3925,421.3925,95.75
loan_7345518,8z7809i37yg24x18017yg59x133i57y3,3,2021-12-15,2021-12-15,401.5,401.5,0
loan_7345518,8z7809i37yg24x18017yg59x133i57y2,2,2021-11-30,2021-11-30,401.5,401.5,0
loan_7345518,8z7809i37yg24x18017yg59x133i57y5,5,2022-01-17,2022-01-14,401.5,401.5,0
loan_7345518,8z7809i37yg24x18017yg59x133i57y4,4,2021-12-31,2021-12-30,401.5,401.5,0
loan_7345518,8z7809i37yg24x18017yg59x134257y7,7,2022-02-15,2022-02-15,401.5,401.5,0
loan_7345518,8z7809i37yg24x18017yg59x134257y6,6,2022-01-31,2022-02-01,401.5,401.5,0
loan_7345518,8z7809i37yg24x18017yg59x133i57y1,1,2021-11-16,2021-11-16,401.5,401.5,0
loan_7345518,8z7809i37yg24x18017yg59x134257y8,8,2022-02-28,2022-02-28,400.77,400.77,0
loan_9582379,8z7829ih7hx1405h017hx2z215i44232,3,2022-01-31,2022-02-01,131.8307,131.8307,27.41
loan_9582379,8z7829ih7hx1405h017hx2z215i44230,1,2021-12-31,2021-12-31,134.9259,134.9259,23.17
loan_9582379,8z7829ih7hx1405h017hx2z2160i4237,8,2022-04-18,NA,0,0,0
loan_9582379,8z7829ih7hx1405h017hx2z2160i4235,6,2022-03-15,2022-03-27,140.9776,140.9776,72.88
loan_9582379,8z7829ih7hx1405h017hx2z215i44231,2,2022-01-17,2022-01-17,123.88099999999999,123.88099999999999,38.3
loan_9582379,8z7829ih7hx1405h017hx2z2160i4234,5,2022-02-28,2022-02-28,139.27669999999998,139.27669999999998,17.21
loan_9582379,8z7829ih7hx1405h017hx2z2160i4236,7,2022-03-31,2022-03-27,275.3706,275.3706,8.18
loan_9582379,8z7829ih7hx1405h017hx2z2160i4233,4,2022-02-15,2022-02-15,133.8455,133.8455,24.65
loan_8828185,8z782hzg7i21z87x017i2383750z67x7,4,2022-05-02,NA,495.67,0,0
loan_8828185,8z782hzg7i21z87x017i2383750z67x5,2,2022-03-31,2022-03-31,495.67,495.67,0
loan_8828185,8z782hzg7i21z87x017i2383750z67x6,3,2022-04-18,2022-04-18,495.67,495.67,0
loan_8828185,8z782hzg7i21z87x017i2383750z67x4,1,2022-03-15,2022-03-15,495.67,495.67,0
loan_8828185,8z782hzg7i21z87x017i2383752167x8,5,2022-05-16,NA,495.67,0,0
loan_8828185,8z782hzg7i21z87x017i2383752167x9,6,2022-05-31,NA,493.47999999999996,0,0
loan_7546153,8z782hy97y5ixz5z017y60x6z3i33z02,1,2021-11-01,2021-10-08,1190.192,1190.192,0
loan_3474617,8z782x507x684679017x69x997z41zhi,4,2022-03-15,2022-03-14,216.07999999999998,216.07999999999998,0
loan_3474617,8z782x507x684679017x69x997z41zhx,3,2022-02-28,2022-02-24,216.07999999999998,216.07999999999998,0
loan_3474617,8z782x507x684679017x69x997901zhy,1,2022-01-31,2022-01-27,216.07999999999998,216.07999999999998,0
loan_3474617,8z782x507x684679017x69x997z41zhh,2,2022-02-15,2022-02-11,216.07999999999998,216.07999999999998,0
loan_3474617,8z782x507x684679017x69x997z41zx1,6,2022-04-18,2022-04-07,212.50300000000001,212.50300000000001,0
loan_3474617,8z782x507x684679017x69x997z41zx0,5,2022-03-31,2022-03-30,215.35,215.35,0
loan_5130128,8z7820607x254y90017x26g60gxx0zx7,4,2022-02-28,NA,1338.82,0,0
loan_5130128,8z7820607x254y90017x26g60y030zx9,6,2022-03-31,NA,1335.17,0,0
loan_5130128,8z7820607x254y90017x26g60gxx0zx6,3,2022-02-15,NA,1338.82,0,0
loan_5130128,8z7820607x254y90017x26g60gxx0zx4,1,2022-01-17,NA,1338.82,0,0
loan_5130128,8z7820607x254y90017x26g60gxx0zx5,2,2022-01-31,NA,1338.82,0,0
loan_5130128,8z7820607x254y90017x26g60y030zx8,5,2022-03-15,NA,1338.82,0,0
loan_1853526,8z782gxy8022xi9y01803350x96g3i32,1,2022-05-02,2022-05-02,449.68,449.68,0
loan_1853526,8z782gxy8022xi9y01803350x9833i33,2,2022-05-16,NA,449.68,0,0
loan_1853526,8z782gxy8022xi9y01803350x9833i37,6,2022-07-15,NA,448.95,0,0
loan_1853526,8z782gxy8022xi9y01803350x9833i36,5,2022-06-30,NA,449.68,0,0
loan_1853526,8z782gxy8022xi9y01803350x9833i35,4,2022-06-15,NA,449.68,0,0
loan_1853526,8z782gxy8022xi9y01803350x9833i34,3,2022-05-31,NA,449.68,0,0
loan_6685835,8z782y048060y17z01807373i72z1y22,4,2022-06-30,NA,211.7,0,0
loan_6685835,8z782y048060y17z01807373i72z1y24,6,2022-08-01,NA,209.07199999999997,0,0
loan_6685835,8z782y048060y17z01807373i70z1y1i,1,2022-05-16,NA,211.7,0,0
loan_6685835,8z782y048060y17z01807373i72z1y21,3,2022-06-15,NA,211.7,0,0
loan_6685835,8z782y048060y17z01807373i72z1y23,5,2022-07-15,NA,211.7,0,0
loan_6685835,8z782y048060y17z01807373i70z1y20,2,2022-05-31,NA,211.7,0,0
loan_4047010,8z782h207h619i2y017h63xz4x683118,2,2021-12-31,2022-01-01,121.91,121.91,0
loan_4047010,8z782h207h619i2y017h63xz4x68311z,4,2022-01-31,2022-01-28,119.72,119.72,0
loan_4047010,8z782h207h619i2y017h63xz4x683119,3,2022-01-17,2022-01-19,121.91,121.91,0
loan_4047010,8z782h207h619i2y017h63xz4x683117,1,2021-12-15,2021-12-04,121.91,121.91,0
loan_4403853,8z782x0g7hi6xi70017hizz4h8616yyz,3,2022-02-15,2022-02-15,543.12,543.12,0
loan_4403853,8z782x0g7hi6xi70017hizz4h8516yy9,2,2022-01-31,2022-02-01,543.12,543.12,0
loan_4403853,8z782x0g7hi6xi70017hizz4h8616yyg,4,2022-02-28,NA,543.12,0,0
loan_4403853,8z782x0g7hi6xi70017hizz4h8616yyy,5,2022-03-15,NA,543.12,0,0
loan_4403853,8z782x0g7hi6xi70017hizz4h8516yy8,1,2022-01-17,2022-01-17,543.12,543.12,0
loan_4403853,8z782x0g7hi6xi70017hizz4h8616yyh,6,2022-03-31,NA,540.1999999999999,0,0
loan_2992630,8z782ih67h7632x8017h76h1yg5y5303,3,2022-01-17,2022-01-10,308.9579,308.9579,57.45
loan_2992630,8z782ih67h7632x8017h76h1yg475301,1,2021-12-15,2021-12-07,345.7791,345.7791,26.33
loan_2992630,8z782ih67h7632x8017h76h1yg5y5304,4,2022-01-31,2022-01-20,467.9811,467.9811,20
loan_2992630,8z782ih67h7632x8017h76h1yg5y5302,2,2021-12-31,2021-12-20,347.5019,347.5019,46.33
loan_2992630,8z782ih67h7632x8017h76h1yg5y5305,5,2022-02-15,2022-02-09,350.911,350.911,17.68
loan_2992630,8z782ih67h7632x8017h76h1yg5y5306,6,2022-02-28,NA,19.929,0,0
loan_1374432,8z782i5280136h580180154h5i2z428i,4,2022-06-15,NA,359.15999999999997,0,0
loan_1374432,8z782i5280136h580180154h5i11428h,2,2022-05-16,NA,359.15999999999997,0,0
loan_1374432,8z782i5280136h580180154h5i11428x,3,2022-05-31,NA,359.15999999999997,0,0
loan_1374432,8z782i5280136h580180154h5i11428y,1,2022-05-02,2022-04-29,359.89,359.89,0
loan_4150936,8z782i7x7hy36yzz017hy4881i6y2hyy,3,2022-01-31,2022-01-31,729.27,729.27,0
loan_4150936,8z782i7x7hy36yzz017hy4881i6y2hyz,1,2021-12-31,2021-12-26,730,730,0
loan_4150936,8z782i7x7hy36yzz017hy4881i6y2hyg,2,2022-01-17,2022-01-16,730,730,0
loan_3637454,8z78232y7x6hi6iz017x70yy7439265g,2,2022-02-15,2022-02-13,164.25,164.25,0
loan_3637454,8z78232y7x6hi6iz017x70yy7439265y,3,2022-02-28,2022-03-03,164.25,164.25,58
loan_3637454,8z78232y7x6hi6iz017x70yy7439265h,4,2022-03-15,2022-03-16,163.51999999999998,163.51999999999998,0
loan_3637454,8z78232y7x6hi6iz017x70yy7439265z,1,2022-01-31,2022-01-26,164.25,164.25,0
loan_4760605,8z782h207h619i2y017h63yiy66x291g,1,2021-12-15,2021-12-15,265.71999999999997,265.71999999999997,0
loan_4760605,8z782h207h619i2y017h63yiy66x291y,2,2021-12-31,2022-01-06,264.99,264.99,58
loan_8515477,8z782h267xx90197017xxhzh52gi3y2g,3,2022-03-31,2022-03-31,194.91,194.91,0
loan_8515477,8z782h267xx90197017xxhzh52h33y2x,6,2022-05-16,NA,188.9313,0,0
loan_8515477,8z782h267xx90197017xxhzh52h33y2y,4,2022-04-18,2022-04-18,194.91,194.91,0
loan_8515477,8z782h267xx90197017xxhzh52gi3y29,1,2022-02-28,2022-02-27,198.1147,198.1147,0
loan_8515477,8z782h267xx90197017xxhzh52gi3y2z,2,2022-03-15,2022-03-15,194.91,194.91,0
loan_8515477,8z782h267xx90197017xxhzh52h33y2h,5,2022-05-02,2022-05-02,194.91,194.91,0
loan_8079772,8z782h567x1g00hh017x1y01990620hy,6,2022-03-31,2022-04-03,227.03,227.03,58
loan_8079772,8z782h567x1g00hh017x1y01990620hg,5,2022-03-15,2022-03-16,229.22,229.22,0
loan_8079772,8z782h567x1g00hh017x1y0198i420h7,1,2022-01-17,2022-01-17,229.95,229.95,0
loan_8079772,8z782h567x1g00hh017x1y0198i420h9,3,2022-02-15,2022-02-15,229.95,229.95,0
loan_8079772,8z782h567x1g00hh017x1y01990620hz,4,2022-02-28,2022-02-28,229.95,229.95,0
loan_8079772,8z782h567x1g00hh017x1y0198i420h8,2,2022-01-31,2022-01-31,229.95,229.95,0
loan_9726223,8z782z937xh98i10017xhzhh22h44430,3,2022-03-31,2022-03-31,246.73999999999998,246.73999999999998,0
loan_9726223,8z782z937xh98i10017xhzhh22h44433,6,2022-05-16,NA,0,0,0
loan_9726223,8z782z937xh98i10017xhzhh22h44432,5,2022-05-02,2022-04-28,492.1952,492.1952,0
loan_9726223,8z782z937xh98i10017xhzhh22h4442i,2,2022-03-15,2022-03-15,246.73999999999998,246.73999999999998,0
loan_9726223,8z782z937xh98i10017xhzhh22y0442x,1,2022-02-28,2022-02-28,246.73999999999998,246.73999999999998,0
loan_9726223,8z782z937xh98i10017xhzhh22h44431,4,2022-04-18,2022-04-14,246.73999999999998,246.73999999999998,0
loan_7436823,8z782z997ih4h47i017ih50g3hyi00h7,4,2022-05-31,NA,349.67,0,0
loan_7436823,8z782z997ih4h47i017ih50g3hyi00h9,6,2022-06-30,NA,348.94,0,0
loan_7436823,8z782z997ih4h47i017ih50g3hyi00h8,5,2022-06-15,NA,349.67,0,0
loan_7436823,8z782z997ih4h47i017ih50g3hz700h6,3,2022-05-16,NA,349.67,0,0
loan_7436823,8z782z997ih4h47i017ih50g3hz700h4,1,2022-04-18,2022-04-05,349.67,349.67,0
loan_7436823,8z782z997ih4h47i017ih50g3hz700h5,2,2022-05-02,2022-04-19,349.67,349.67,0
loan_7838954,8z782zg27x9gg080017x9xi040iy71y0,1,2022-02-15,2022-02-10,1679,1679,0
loan_7838954,8z782zg27x9gg080017x9xi040iy71y1,2,2022-02-28,2022-02-17,1679,1679,0
loan_7838954,8z782zg27x9gg080017x9xi040iy71y3,4,2022-03-31,NA,0,0,0
loan_7838954,8z782zg27x9gg080017x9xi040iy71y2,3,2022-03-15,2022-03-05,3357.27,3357.27,0
loan_2700866,8z782zhi7x013yx7017x03i83zzz4h7g,4,2022-02-28,NA,176.295,0,0
